"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","1992",290065.4503,"E"
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","1993",316090.4754,"E"
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","1994",346520.5198,"E"
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","1995",390122.6474,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","1996",396582.9772,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","1997",416594.9564,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","1998",427970.3775,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","1999",423865.0607,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2000",474413.6269,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2001",487101.5169,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2002",473495.1058,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2003",467341.2085,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2004",496137.0718,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2005",512889.7575,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2006",555085.931,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2007",589364.9574,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2008",571144.062,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2009",468048.9682,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2010",523212.0187,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2011",550345.3523,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2012",563135.257,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2013",567081.726,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2014",582498.2516,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2015",607849.8225,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2016",620862.7874,
"ITA","TRADEGOODSERV","EXP","MLN_USD","A","2017",656531.5706,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1970",63017.3321,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1971",73097.2499,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1972",76108.9155,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1973",80095.8031,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1974",98630.6432,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1975",97690.2706,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1976",113908.1854,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1977",127271.2571,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1978",126949.743,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1979",132414.359,"E"
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1980",154901.7995,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1981",175672.41,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1982",178285.1231,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1983",187141.7621,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1984",215874.272,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1985",227277.6186,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1986",215945.7778,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1987",216163.9623,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1988",230866.6613,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1989",252987.632,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1990",271771.6639,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1991",286523.867,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1992",299711.1925,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1993",302169.893,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1994",315601.0717,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1995",328928.6586,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1996",344747.032,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1997",382849.5561,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1998",373475.8749,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","1999",380748.3847,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2000",429257.7575,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2001",400463.8259,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2002",431558.7785,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2003",472625.1276,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2004",540087.2127,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2005",578806.7037,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2006",638506.7391,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2007",693878.8383,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2008",704689.0532,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2009",539603.1732,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2010",674021.3021,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2011",672362.9169,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2012",671767.9517,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2013",676881.5354,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2014",739766.3305,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2015",761525.1884,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2016",771718.4363,
"JPN","TRADEGOODSERV","EXP","MLN_USD","A","2017",823564.7479,"E"
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1953",191.6439,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1954",118.0985,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1955",109.5805,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1956",110.8891,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1957",136.6574,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1958",161.9379,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1959",187.5753,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1960",237.0536,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1961",320.9967,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1962",371.3912,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1963",425.2356,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1964",548.6877,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1965",749.2065,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1966",1070.5245,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1967",1391.7473,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1968",1920.3652,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1969",2621.4258,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1970",3425.8926,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1971",4251.5235,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1972",6073.9789,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1973",9154.8672,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1974",9549.8376,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1975",11588.2181,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1976",16100.7552,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1977",19579.5881,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1978",22812.9921,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1979",23381.1784,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1980",25604.1957,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1981",29136.5637,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1982",29705.4639,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1983",34654.8478,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1984",39531.4239,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1985",39960.7758,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1986",53836.4913,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1987",66017.0461,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1988",74055.408,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1989",71413.508,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1990",74693.1901,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1991",83945.8481,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1992",94727.3511,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1993",103810.3622,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1994",121004.4241,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1995",148916.2226,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1996",165798.353,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1997",197014.4598,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1998",225094.0018,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","1999",254531.79,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2000",298239.6692,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2001",291424.6449,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2002",329401.646,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2003",375163.0146,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2004",452528.4413,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2005",487899.1135,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2006",546857.134,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2007",616069.3956,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2008",662251.3125,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2009",660095.7495,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2010",743911.0909,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2011",856494.7931,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2012",900054.7964,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2013",938397.3831,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2014",957442.9284,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2015",956192.5852,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2016",980680.6326,
"KOR","TRADEGOODSERV","EXP","MLN_USD","A","2017",999346.4352,"P"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1970",7936.7218,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1971",8243.9852,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1972",8679.3793,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1973",9884.9319,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1974",10947.2284,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1975",9232.1534,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1976",9319.4697,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1977",9714.112,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1978",9981.0611,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1979",10945.6658,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1980",10787.2214,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1981",10266.9486,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1982",10234.7597,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1983",10776.1584,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1984",12718.9308,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1985",13837.8288,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1986",14250.3516,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1987",14723.4431,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1988",16353.7132,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1989",18412.3894,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1990",19441.1301,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1991",21226.8705,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1992",21806.588,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1993",22844.2659,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1994",24601.0712,"E"
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1995",27510.4896,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1996",28516.4661,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1997",31662.6056,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1998",35643.0335,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","1999",40013.5152,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2000",46177.1375,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2001",48872.7968,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2002",50148.7387,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2003",51564.8813,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2004",57106.4337,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2005",60271.9166,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2006",68185.4492,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2007",73712.3738,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2008",77745.8525,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2009",68695.0528,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2010",75820.4308,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2011",78887.5573,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2012",81058.319,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2013",85324.8951,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2014",99304.5912,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2015",104527.4256,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2016",108504.8399,
"LUX","TRADEGOODSERV","EXP","MLN_USD","A","2017",106448.7038,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1970",22422.3615,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1971",23305.4368,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1972",27134.5709,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1973",30846.1569,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1974",30906.1357,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1975",28153.8846,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1976",32831.4482,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1977",37643.6221,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1978",42004.2295,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1979",47103.0773,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1980",49979.8447,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1981",55761.978,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1982",67912.8864,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1983",77129.2287,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1984",81529.7202,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1985",77899.6855,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1986",82262.8917,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1987",90070.1243,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1988",95260.4984,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1989",100653.7665,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1990",105993.6304,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1991",111367.7747,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1992",116918.7253,"E"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1993",175852.1573,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1994",191318.6567,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1995",229961.1311,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1996",265485.3701,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1997",290401.7606,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1998",311879.0046,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","1999",328814.7391,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2000",366847.3657,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2001",364934.9696,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2002",366380.5606,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2003",373366.2771,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2004",410218.4011,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2005",436121.972,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2006",470189.4513,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2007",479471.2678,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2008",474592.9325,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2009",423076.1203,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2010",517686.1315,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2011",557617.7271,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2012",593999.7019,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2013",602140.6001,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2014",644184.3467,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2015",698388.913,
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2016",722564.1906,"P"
"MEX","TRADEGOODSERV","EXP","MLN_USD","A","2017",750165.9302,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1969",64279.4287,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1970",71601.1202,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1971",79225.1979,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1972",87057.0018,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1973",97196.1443,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1974",99972.8389,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1975",97008.1389,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1976",105929.8481,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1977",104490.2266,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1978",108893.2333,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1979",117383.7134,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1980",120382.0808,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1981",123829.3095,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1982",122532.1848,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1983",125323.3287,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1984",135023.6861,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1985",141041.4004,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1986",143928.6059,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1987",149377.1157,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1988",162673.1917,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1989",176682.0547,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1990",186679.7449,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1991",199015.6773,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1992",204873.508,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1993",213003.9504,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1994",231470.5298,"E"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1995",252786.2385,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1996",263347.7704,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1997",288953.538,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1998",308361.5857,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","1999",335700.4913,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2000",378434.8011,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2001",383892.9282,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2002",385977.4101,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2003",392165.1157,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2004",427084.4424,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2005",451054.0498,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2006",482702.7636,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2007",509929.9171,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2008",519281.9571,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2009",473053.6801,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2010",522893.6195,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2011",545922.2137,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2012",566633.0259,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2013",578683.3689,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2014",604440.4649,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2015",643563.4969,
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2016",671335.3152,"P"
"NLD","TRADEGOODSERV","EXP","MLN_USD","A","2017",712060.4053,"P"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1970",8193.7916,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1971",8791.7285,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1972",8973.3369,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1973",8798.5817,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1974",8559.5782,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1975",9651.7982,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1976",10721.7455,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1977",10716.6057,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1978",10974.4553,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1979",11457.602,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1980",11820.8187,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1981",12093.2312,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1982",12281.6927,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1983",13029.5421,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1984",14251.1153,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1985",14487.5488,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1986",15153.1605,"E"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1987",16260.5737,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1988",16606.1772,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1989",16277.7822,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1990",17793.5619,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1991",19436.9712,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1992",20328.2267,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1993",21780.9087,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1994",23631.5367,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1995",24524.2262,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1996",25554.5836,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1997",26426.4796,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1998",27329.2075,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","1999",29598.575,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2000",31391.8413,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2001",32423.6327,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2002",34865.802,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2003",35800.7957,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2004",36936.555,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2005",36773.0745,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2006",38048.6526,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2007",39541.4877,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2008",38479.5815,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2009",40032.6463,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2010",41161.9523,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2011",42106.2673,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2012",43386.8646,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2013",43396.1859,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2014",45259.0032,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2015",47785.0637,
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2016",48111.3077,"P"
"NZL","TRADEGOODSERV","EXP","MLN_USD","A","2017",49509.4962,"E"
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1970",22643.3389,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1971",22996.1247,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1972",26118.38,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1973",28140.7498,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1974",28367.6079,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1975",29431.6099,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1976",33025.5902,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1977",33863.1373,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1978",37245.4461,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1979",38131.1064,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1980",39898.7986,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1981",40593.3498,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1982",40647.2421,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1983",43517.6418,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1984",46934.8932,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1985",50325.2656,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1986",51462.9159,
"NOR","TRADEGOODSERV","EXP","MLN_USD","A","1987",52045.382,
